,Title,Code,Date,Price per m² (triệu/m²),Total Price (tỷ),Area (m²),Bedroom Number,Bathroom Number,Legal Status,Furniture,District
2016,"Bán nhà 30m2 x 5 tầng xây mới, ngõ 195 sau chợ, trường cấp 1 - 2 Phúc Lợi",41685545.0,2025-11-01 00:00:00,145.0,4.35,30.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Long Biên
2017,"Chính chủ cần bán gấp nhà phố Ngọc Lâm DT 65m2, 3 tầng vị trí siêu đẹp gần trường học, chợ",41632610.0,2025-06-01 00:00:00,181.54,11.8,65.0,3.0,4.0,Sổ đỏ/ Sổ hồng.,NAN,Long Biên
2018,"Bán CC The Victoria - 4 tỷ, 48m2, 1PN, đẹp, nhiều tiện ích hot",41999189.0,2025-07-01 00:00:00,0.0,4.0,48.0,2.0,2.0,Hợp đồng mua bán,Cơ bản,Nam Từ Liêm
2020,"Bán đất phân lô Di Trạch đường 3,5 tuyệt đẹp lô góc 110m2, MT8m chỉ 16.5 tỷ",41210910.0,2025-04-01 00:00:00,150.0,16.5,110.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoài Đức
2021,"Bán đất: Lô góc gần đường Lý Thánh Tông Trâu Quỳ, giá siêu hời chỉ 160/ m2, diện tích 78 m2/MT: 8m",41531657.0,2024-12-20 00:00:00,160.0,12.48,78.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Gia Lâm
2022,"Bán đất Cổ Linh, Tư Đình, Long Biên, 85m2, giá 14.5 tỷ, phân lô, ô tô, dân trí cao, an sinh tuyệt",40666097.0,2025-11-01 00:00:00,170.59,14.5,85.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Long Biên
2023,"Hạ 500 triệu, Cần bán gấp nhà Lò Đúc, lô góc, full nội thất, thang máy ở ngay đón tết, quá đẹp",41706497.0,2025-02-01 00:00:00,327.95,12.79,39.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
2024,"Tại La Gián - Cổ Đông có lô đất 118,6m2 chỉ có giá 21tr/m2 muốn bán trước tết - Sổ chính chủ",42023057.0,2025-10-01 00:00:00,21.0,2.49,118.6,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Sơn Tây
2025,"Siêu phẩm đón tết Tây Sơn, 6 tầng, nhà đẹp miễn chê, 2 thoáng, ngõ nông gần phố giá: 5.3 tỷ",42025120.0,2025-10-01 00:00:00,189.29,5.3,28.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Sang trọng,Đống Đa
2026,"Bán shophouse tại IA20 Ciputra, DT 74 m2 0382 276 ***",42022378.0,2025-10-01 00:00:00,43.0,581.08,74.0,0.0,0.0,Hợp đồng mua bán,NAN,Bắc Từ Liêm
2027,"Bán nhà Bà Triệu, kinh doanh sầm uất, ô tô, ở ngay, 50m2, 200tr/m2, chỉ 11 tỷ",41630497.0,2025-01-01 00:00:00,220.0,11.0,50.0,4.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
2028,"Hiếm có nhà cấp 4, diện tích 55m2 mặt tiền 12m giá 3.2tỷ KD CC mini. Đường Phương Bảng, Hoài Đức",41917258.0,2025-08-01 00:00:00,58.18,3.2,55.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoài Đức
2029,"Bán biệt thự phố Trung Hoà, DT 158m2 - giá 47,5 tỷ, MT 12m - KĐT Yên Hoà - Cầu Giấy, vị trí đắc địa",38722715.0,2025-10-01 00:00:00,296.88,47.5,160.0,9.0,7.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Cầu Giấy
2030,"Sẵn khuôn viên nhà vườn tại Đông Yên, Quốc Oai, Hà Nội",41999274.0,2025-06-01 00:00:00,10.7,4.9,458.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Quốc Oai
2031,"Bán đất trục chính Phú Mãn, làm nhà vườn kinh doanh để ở đều đẹp",41490876.0,2025-11-01 00:00:00,20.0,7.25,362.6,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Quốc Oai
2032,HOT! Duy nhất 01 căn nhà vườn 3 mặt tiền tại dự án HUD Mê Linh. Sẵn sàng nhận cọc,41691844.0,2025-11-01 00:00:00,0.0,0.0,133.0,0.0,0.0,NAN,NAN,Mê Linh
2033,"Bán nhà riêng 40m2, 12,8 tỷ tại Hoa Lư, Lê Đại Hành, Hai Bà Trưng, Hà Nội, thang máy",41820547.0,2025-06-01 00:00:00,320.0,12.8,40.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
2034,Cần bán mặt đường QL 21A tại Chương Mỹ giá 3tỷ9,42021781.0,2025-10-01 00:00:00,32.23,3.9,121.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Chương Mỹ
2035,Mặt phố - dòng tiền - ô tô dừng đỗ 2 chiều - vỉa hè rộng - kinh doanh siêu đỉnh - Hai Bà Trưng,42018137.0,2025-10-01 00:00:00,450.0,13.5,30.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hai Bà Trưng
2037,"Gia đình cần bán gấp miếng đất 100 m2 tại An Thượng - Hà Nội. Giá 12,x tỷ. LH cháu/em 0914 998 ***",41976138.0,2025-02-01 00:00:00,135.0,13.5,100.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoài Đức
2038,Bán căn 2PN + 1 Sunshine City - 85m2 (thông thủy) - view Sông Hồng - nhà full đồ rời,41831077.0,2025-11-01 00:00:00,78.82,6.7,85.0,3.0,2.0,Sổ đỏ/sổ hồng.,Đầy đủ,Bắc Từ Liêm
2039,"Khu đi bộ chợ Đồng Xuân bán nhà mặt phố Phường Đồng Xuân, Hoàn Kiếm - HN, 165m2 giá 309 triệu/m2",42012605.0,2025-08-01 00:00:00,309.0,50.98,165.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàn Kiếm
2040,"Nhà đẹp ở ngay, 2 mặt đường, KĐT Định Công - Trần Điền - 55m2 x 5 tầng x MT 4.2m - 16,5 tỷ",41840354.0,2025-08-01 00:00:00,300.0,16.5,55.0,4.0,4.0,Sổ đỏ/ Sổ hồng.,NAN,Hoàng Mai
2041,"Nhà Liên Mạc - đường xe SH tránh nhau - nở hậu - mới tinh - cửa lim - 5,5 tỷ",41840262.0,2025-08-01 00:00:00,110.0,5.5,50.0,6.0,6.0,Sổ đỏ/ Sổ hồng,NAN,Bắc Từ Liêm
2042,"Bán nhà riêng tại Xuân Đỉnh, 11,2 tỷ, 53m2, 6PN, 6 tầng, giá siêu hời, uy tín",41989952.0,2025-04-01 00:00:00,211.32,11.2,53.0,6.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc Từ Liêm
2043,"Bán 5000m2 đất ở lâu dài có trường Long Biên trong KĐT Sài Đồng - ô tô tránh, vỉa hè rộng 36tr/m2",39723148.0,2025-10-01 00:00:00,0.0,179.0,5.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Long Biên
2044,"Trung tâm Thanh Xuân, mặt phố Kinh doanh sầm uất, DT 57m2 x 4 tầng, mt: 3.8m, 17 tỷ nhỉnh.",42023371.0,2025-10-01 00:00:00,312.28,17.8,57.0,4.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
2045,"Nhỉnh 8 tỷ có nhà 35m2, 5 tầng phố Trần Đăng Ninh, Hà Đông, phân lô vỉa hè, kinh doanh, ở ngay",42023685.0,2025-10-01 00:00:00,247.14,8.65,35.0,0.0,0.0,NAN,NAN,Hà Đông
2046,"Bán nhà 5 tầng gần Đào Tấn, ngõ nông, nhỉnh 8 tỷ",42031003.0,2025-12-01 00:00:00,225.0,8.55,38.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ba Đình
2047,"Chính chủ bán căn hộ Smart City S301 79.6m2 3PN, 2VS căn góc, ban công Tây Nam - Tây Bắc",40077209.0,2025-05-01 00:00:00,62.81,5.0,79.6,3.0,2.0,Sổ sẵn giao dịch,Đầy đủ.,Nam Từ Liêm
2048,"Chỉ 9,7 tỷ. Ngô Thị Nhậm Hà Đông, 50 m2, lô góc, KD rất đỉnh. 2 thoáng. Ôtô 45c đỗ cửa",41949232.0,2025-11-01 00:00:00,194.0,9.7,50.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
2049,"Gia đình cần bán 58.5m2, cạnh trường cấp 1, cấp 2 Di Trạch. đường ô tô tải, khu dân cư văn minh",41483768.0,2025-11-01 00:00:00,130.0,7.6,58.5,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Hoài Đức
2050,"Chính chủ Bán CH m3m4-91 Nguyễn Chí Thanh 165 m2, 3 PN, H Đông Nam, nội thất đẹp, giá 12,5 tỷ",42018314.0,2025-09-01 00:00:00,75.76,12.5,165.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đống Đa
2051,"Chủ nhà bán gấp căn 2 ngủ góc + S208 ban công mát mẻ, giá hấp dẫn",41932616.0,2025-06-01 00:00:00,0.0,3.2,65.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Gia Lâm
2052,"Chính chủ cần bán ngay nhà 5 tầng - mặt phố Từ Hoa - Tây Hồ, mặt Hồ Tây, giá yêu thương, 90m2 66tỷ",41926210.0,2025-08-01 00:00:00,733.33,66.0,90.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,Tây Hồ
2053,"Cần bán gấp liền kề KĐT Phú Lương-Đường 30m,Kinh doanh đỉnh,vỉa hè đá bóng,Dt65m-5 tầng,nhỉnh 16 tỷ",41513552.0,2025-07-01 00:00:00,0.0,0.0,65.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
2054,"Bán nhà khu phân lô kinh doanh 5t sát đường Tố Hữu Vạn Phúc - La Khê Hà Đông 50m2, giá chỉ 11.8 tỷ",40905650.0,2025-10-01 00:00:00,236.0,11.8,50.0,4.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
2055,"Chính chủ bán biệt thự Embassy Garden 226m2 mặt đường Xuân Tảo, kinh doanh sầm uất, sổ đỏ sẵn",41223619.0,2025-11-01 00:00:00,0.0,0.0,226.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
2057,"Bán lô đất 75m2 Phú Mãn Luxury - cách QL21A 1km, DHQG & CNC Hòa Lạc 5km - tài chính dưới 2 tỷ",41876459.0,2025-04-01 00:00:00,24.0,1.8,75.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Quốc Oai
2058,"Bán nhà mặt phố An Dương, Tây Hồ 71m2x3 tầng ô tô, kinh doanh, sổ đỏ vuông đẹp, 20.5 tỷ",42014162.0,2025-09-01 00:00:00,288.73,20.5,71.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Tây Hồ
2059,Bán gấp liền kề 98m2 Nguyễn Tuân 5 tầng có hầm. Đang cho thuê 600triệu/năm. Giá tốt LH: 0859 194 ***,41551592.0,2025-12-01 00:00:00,428.57,42.0,98.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,Thanh Xuân
2060,"Bán Nhà Riêng 45m2, 11,5 tỷ tại Đường Định Công Thượng, Hoàng Mai, Hà Nội, Thang máy, kinh doanh.",42032117.0,2025-12-01 00:00:00,255.56,11.5,45.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Mai
2061,"Bán 35m2 đất tại Đông Dư, Gia Lâm, Hà Nội giá rẻ - chỉ 3,2 tỷ ô tô 4 chỗ đỗ cửa.",41321243.0,2025-10-01 00:00:00,0.0,3.2,34.8,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Gia Lâm
2062,Em Đức. Cập nhật quỹ căn hộ (T1-2025) 2PN-3PN-4PN-duplex từ cơ bản đến full đồ dự án Goldmark City,41994058.0,2025-06-01 00:00:00,65.16,6.06,93.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
2063,Chính chủ bán nhà mặt ngõ 168 Hào Nam,41558914.0,2025-04-01 00:00:00,350.0,17.5,50.0,6.0,7.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
2065,"Chủ Hàn bán rẻ hơn căn cùng trục 2tỷ. CH 113m2, 3PN view hồ, tầng 2X, tại The Matrix One giá 11tỷ",41996415.0,2025-06-01 00:00:00,97.34,11.0,113.0,3.0,0.0,"+ Pháp lý: Sổ đỏ sẵn két, giao dịch được luôn.",NAN,Nam Từ Liêm
2066,"Bán căn hộ tầng một, khu hai tầng. Ngõ 622 phố Minh Khai",42005470.0,2025-07-01 00:00:00,39.8,3.98,100.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
2067,Bán nhà phân lô phố Hoàng Quốc Việt 65m2 x 4 tầng - Mặt tiền 5.6m - Ô tô đỗ cửa,41611103.0,2025-11-01 00:00:00,243.08,15.8,65.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Cầu Giấy
2068,"Phân lô thông phố Nguyễn Chánh - Tú Mỡ, đường ô tô tránh, vỉa hè kinh doanh. DT 79m2 MT 8m, 18 tỷ",41982945.0,2025-03-01 00:00:00,227.85,18.0,79.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Cầu Giấy
2069,"Bán Đất Bãi Dài, Bình Yên, Thạch Thất, Hà Nội, giá thỏa thuận, 2301m2",41738486.0,2025-12-01 00:00:00,0.0,0.0,2.301,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thạch Thất
2070,"Bán nhà mặt phố Chiến Thắng, Văn Quán, Hà Đông, 2 thoáng, 80m2 mặt tiền quyền lực 7.2m giá 14.5 tỷ",41991454.0,2025-05-01 00:00:00,181.25,14.5,80.0,0.0,0.0,Sổ đỏ,NAN,Hà Đông
2071,"Đất Cổ Nhuế, ngõ rộng, thoáng, 40 m ô tô tránh, tài chính phù hợp",41695950.0,2025-12-01 00:00:00,136.11,4.9,36.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Bắc Từ Liêm
2072,"Bán đất dịch vụ tại khu thị trấn Trạm Trôi, Hoài Đức",39935455.0,2025-10-01 00:00:00,0.0,0.0,84.0,0.0,0.0,SĐCC,NAN,Hoài Đức
2073,"Chính chủ bán căn nhà phố Tân Mai, ngõ thông, oto tránh cách 20m",41712375.0,2025-11-01 00:00:00,185.43,6.49,35.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hoàng Mai
2074,Bán nhà Thuý Lĩnh - Ngõ thông 2 đầu - Ô tô đỗ cửa,42018188.0,2025-10-01 00:00:00,104.71,6.0,57.3,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàng Mai
2075,"(Mặt tiền 15m) bán mặt đường Tam Trinh, vị trí đắc địa đẹp nhất phố, vỉa hè 6m: DT 340m2, MT 15m",40828023.0,2025-04-01 00:00:00,0.0,0.0,340.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Hoàng Mai
2076,"Bán nhà phố Trần Hữu Tước, Đống Đa hơn 10 tỷ",41872257.0,2025-10-01 00:00:00,248.86,10.95,44.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đống Đa
2077,"Giảm giá cắt lỗ - quỹ căn song lập 150m2 - view hồ 24,5ha, gần TTTM Vincom giá 23 tỷ (sẵn sổ đỏ)",41949392.0,2025-12-01 00:00:00,153.33,23.0,150.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Gia Lâm
2078,Bán nhà lô góc khu TĐC Phú Diễn - 170m2 x 12m MT - ô tô tránh - vỉa hè - KD VP,40790305.0,2025-02-01 00:00:00,223.53,38.0,170.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
2079,"Bán căn hộ rất đẹp chung cư phố Trần Quý Kiên, diện tích 51m, giá 3,75 tỷ",42022571.0,2025-10-01 00:00:00,73.53,3.75,51.0,2.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
2080,"Hiếm! Bán gấp căn 3PN2VS, DT: 160m2 BC: N, chung cư cao cấp Keangnam giá 11,5 tỷ view hồ điều hòa",42000247.0,2025-07-01 00:00:00,0.0,0.0,160.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ - Tặng kèm nội thất full nhập khẩu sịn xò.,Nam Từ Liêm
2081,"Chính chủ sổ đỏ bán căn BTLK siêu vip đường 40m, hướng Tây, mặt tiền 6m, vỉa hè 6m, giá tốt nhất DA",41273323.0,2025-04-01 00:00:00,336.28,38.0,113.0,6.0,4.0,Sổ đỏ/ Sổ hồng,Không nội thất.,Hoàng Mai
2083,"Bán nhà mặt phố huế , hoàn kiếm . 45m2 5 tầng thang máy , mt 4 mét , giá 43 tỷ",41968381.0,2025-12-01 00:00:00,977.78,44.0,45.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoàn Kiếm
2084,Mặt phố lô góc view Lotte vỉa hè trực thăng đỗ biệt thự Vườn Đào 285m2 4 tầng MT 20m 215 tỷ Tây Hồ,40930933.0,2025-04-01 00:00:00,754.39,215.0,285.0,0.0,0.0,Có sổ,Nội thất,Tây Hồ
2085,"Cần bán gấp chung cư Mulberry Lane 2 phòng ngủ rộng 90m2, tặng full nội thất cao cấp, giá rẻ nhất",41564514.0,2025-07-01 00:00:00,0.0,0.0,90.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
2086,"Bán nhà đẹp phố Bồ Đề Long Biên, 47m2, 4PN, giảm ngay 300tr, ở sướng, cách hồ 50m, ngõ thông",41985195.0,2025-04-01 00:00:00,234.04,11.0,47.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ nội thất đẹp.,Long Biên
2087,"Nhà Thuỵ Phương - dân xây - còn mới - vuông - ô tô qua nhà chạy vòng quanh - 7,95 tỷ",41935744.0,2025-06-01 00:00:00,122.31,7.95,65.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
2088,"Chính chủ cần bán gấp căn liền kề 103m2, đơn giá đầu 2x/m2, LH đè giá: 0986 664 ***",41213462.0,2025-03-01 00:00:00,0.0,0.0,103.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Long Biên
2089,"Bán nhà riêng 83m2, 4 tầng, giá 15,8 tỷ VND tại Đường Võ Thị Sáu, Hai Bà Trưng. Ô tô vào nhà",41121214.0,2025-02-01 00:00:00,190.36,15.8,83.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hai Bà Trưng
2090,"Chủ nhà cần tiền bán gấp song lập Ngọc trai 150.3m2, Vinhome Ocean Park giá trẻ hơn thị trường 1 tỷ",41967061.0,2025-11-01 00:00:00,212.91,32.0,150.3,0.0,0.0,Sổ đỏ/ Sổ hồng,Thô,Gia Lâm
2092,"Biệt thự liền kề KĐT Mỹ Đình 1 diện tích 98 m2, 110 m, 130 m 145 m lô góc hàng đẹp giá tốt",41343717.0,2025-12-01 00:00:00,269.23,35.0,130.0,0.0,0.0,NAN,NAN,Nam Từ Liêm
2093,"Nhà đẹp đón tết! Đội Cấn, ngõ 3 gác, 60m ô tô đỗ, thoáng trước sau, tặng NT, ở ngay, 43m2*5T",41959400.0,2025-11-01 00:00:00,167.44,7.2,43.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Đình
2094,"Bán đất 611m2 sổ riêng Hà Nội, chỉ 14tr/1m2, giá Thấp trước giờ chưa từng có",41916901.0,2025-12-01 00:00:00,13.91,8.5,611.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Quốc Oai
2095,Biệt Thự Xanh Villas quỹ căn C10 view sân pickleball và vườn hoa - giá rẻ nhất khu C Xanh Villas,41927406.0,2025-10-01 00:00:00,0.0,0.0,285.7,4.0,5.0,Đang chờ sổ,Không nội thất,Thạch Thất
2096,"1 0 2 vị trí ngay hồ đ hoà đường Kính Nỗ, Thị Trấn Đông Anh, thông xe vào, đất 70m2 giá ĐT 3,xx tỷ",41438815.0,2025-11-01 00:00:00,60.71,4.25,70.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
2097,"Chính chủ cần bán căn hộ chung cư - Mỹ Đình 2 (HUD), DT 83m, 3PN, 2 VS, nguyên bản, LH 0981 245 ***",41672263.0,2025-10-01 00:00:00,0.0,0.0,83.0,3.0,2.0,NAN,NAN,Nam Từ Liêm
2098,"Trung tâm Đê La Thành Đống Đa, diện tích rộng, dòng tiền, giá tốt",41989752.0,2025-04-01 00:00:00,158.33,9.5,60.0,5.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đống Đa
2099,"Bán nhà phân lô Quang Trung, Nguyễn Thái Học, Hà Đông, 50m2 x 4 tầng, giá 11.8 tỷ",41456072.0,2025-06-01 00:00:00,236.0,11.8,50.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
2100,"Bán căn liền kề 90 Nguyễn Tuân, Thanh Xuân 72m2 kinh doanh spa, cafe cực đẹp 29 tỷ",41264991.0,2025-10-01 00:00:00,402.78,29.0,72.0,6.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Thanh Xuân
2101,mua nhà đón tết căn hộ đẹp nhất chung cư King Palace 125m2 giá 10 tỷ,39110240.0,2024-12-20 00:00:00,80.0,10.0,125.0,3.0,2.0,Đang chờ sổ,Đầy đủ,Thanh Xuân
2102,"Bán nhà Liễu Giai, Ba Đình 184m2 mặt tiền 20m ngõ ô tô tránh, kinh doanh, cách phố 30m",40176158.0,2025-10-01 00:00:00,364.13,67.0,184.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Đình
2103,"Bán căn góc 01 N01T2 Ngoại Giao Đoàn ban công Nam tầng cao view Starlake, nhà mới, đón Tết ngay",42021753.0,2025-10-01 00:00:00,87.12,11.5,132.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
2104,PKD CĐT nhận đặt chỗ suất ngoại giao: Giá ưu đãi cho quý khách hàng. Hỗ trợ 24/24,41992772.0,2025-05-01 00:00:00,0.0,0.0,54.0,2.0,1.0,Hợp đồng mua bán,NAN,Hà Đông
2106,"Bán gấp mảnh đất 290m, MT 35m, mặt phố Hồng Tiến, KD, toà văn phòng, giá 380 triệu/m2, 0962 015 ***",40155598.0,2025-05-01 00:00:00,380.0,110.2,290.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Long Biên
2107,"Bán nhà mặt phố tại Tây Mỗ,Ô TÔ, 6,1 tỷ, 46,7m2, 3PN, mặt tiền 4,5m",42027617.0,2025-11-01 00:00:00,130.62,6.1,46.7,3.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
2108,"Biệt thự lâu đài 180m2, 5 tầng có hầm, sát Học viện Tài Chính. Đường 25m, vừa ở vừa KD sầm uất",40531174.0,2025-06-01 00:00:00,188.89,34.0,180.0,4.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Bắc Từ Liêm
2109,"Chính chủ cần bán nhà 4 tầng mặt đường Bát Khối, 2 oto tải tránh nhau, nhà 2 mặt thoáng",41993796.0,2025-06-01 00:00:00,203.39,7.2,35.4,3.0,3.0,NAN,NAN,Long Biên
2110,Chính chủ bán nhà ngõ 77 Bùi Xương Trạch - ngõ ô tô - kinh doanh - gần phố - 35m2 5 tầng hơn 7 tỷ,41755807.0,2025-02-01 00:00:00,215.71,7.55,35.0,4.0,4.0,Sổ đỏ/ Sổ hồng.,NAN,Thanh Xuân
2111,Mặt phố Khương Trung - kinh doanh đỉnh - 2 thoáng nở hậu - DT 60m2 4 tầng MT 3.5m nhỉnh 16 tỷ,42024773.0,2025-10-01 00:00:00,281.67,16.9,60.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
2114,"Bán căn ngoại giao Grand Sunlake 92m2 2PN + 1, ĐN lâu dài view hồ Văn Quán. Chi tiết phía dưới",38060809.0,2025-10-01 00:00:00,61.41,5.65,92.0,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Hà Đông
2115,"Dành cho các nhà đầu tư thông thái, Liên Mạc, Bắc Từ Liêm 508m2 chỉ 23 tỷ MT 40m",42006881.0,2025-08-01 00:00:00,45.28,23.0,508.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Bắc Từ Liêm
2116,"Hiếm nhà mới Cổ Linh, 40m2, 5 tầng, gần TTTM Aeon, nội thất đẹp, ô tô đỗ cổng, chỉ 5.85 tỷ",42022245.0,2025-10-01 00:00:00,146.25,5.85,40.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Long Biên
2117,Bán nhà Trần Thái Tông - Cầu Giấy - 91m2 - MT 5.6m - Ô tô - Sân chơi - KDVP - Nhà đẹp,41527687.0,2025-03-01 00:00:00,285.71,26.0,91.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Cầu Giấy
2118,"Bán CH duplex, 158m2 giá siêu hời tại Sunshine City, Đông Ngạc, Bắc Từ Liêm, Hà Nội + có ban công",41714491.0,2025-09-01 00:00:00,75.95,12.0,158.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc Từ Liêm
2119,"Bán biệt thự vip lô góc Foresa KĐT sinh thái Xuân Phương, vị trí đắc địa, khu ở cấp cao, giá 28 tỷ",41151327.0,2025-03-01 00:00:00,180.64,28.0,155.0,0.0,0.0,NAN,NAN,Nam Từ Liêm
2120,"Bán duplex N01T6 Ngoại Giao Đoàn - Han Jardin, 252m2, 4PN căn góc, view thành phố, giá 45,5 tỷ",40152197.0,2025-10-01 00:00:00,180.56,45.5,252.0,4.0,0.0,NAN,"Căn hộ được trang bị với nội thất hiện đại, sang trọng.",Bắc Từ Liêm
2121,"Duy nhất ô tô tải đỗ cửa Phan Đình Giót chỉ 7,05 tỷ 5 tầng dân xây vài năm vị trí trung tâm Hà Đông",42021784.0,2025-10-01 00:00:00,185.53,7.05,38.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
2122,"Bán biệt thự đơn lập 510m2 hiếm nhất KĐT, nội thất dát vàng 24K, thang máy Châu Âu, bể cá Koi lớn",40909370.0,2025-12-01 00:00:00,0.0,0.0,510.0,6.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoài Đức
2123,"Biệt thự sân vườn Liễu Giai - Văn Cao - Đội Cấn, 390m2, 4 tầng, MT 10m - độc nhất - cực vip",41719813.0,2025-11-01 00:00:00,256.41,100.0,390.0,0.0,0.0,Sổ đỏ/ Sổ hồng.,NAN,Ba Đình
2125,Cập nhật đầy đủ quỹ căn từ 2PN-3PN-4PN-Penhouse/Duplex Chung cư The Zei Mỹ Đình. Lh 0937 466 ***,41933957.0,2025-08-01 00:00:00,0.0,0.0,108.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
2126,Nguyễn Khang- 45m x 7 Tầng Thang Máy - Tặng Nội Thất 2 Tỷ - Ở Ngay - Giá 11 Tỷ,42030898.0,2025-12-01 00:00:00,244.44,11.0,45.0,4.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
2127,"Bán biệt thự KĐT Văn Quán, mặt đường đôi hồ Văn Quán, kinh doanh cực tốt, 240m2, 60 tỷ 0903 491 ***",30355163.0,2025-10-01 00:00:00,250.0,60.0,240.0,0.0,0.0,Sổ đỏ.,NAN,Hà Đông
