,Title,Code,Date,Price per m² (triệu/m²),Total Price (tỷ),Area (m²),Bedroom Number,Bathroom Number,Legal Status,Furniture,District
10931,Bán căn hộ Sunshine Riverside (2PN + 2WC) - view nội khu bể bơi - sát vườn - căn góc 2 thoáng,41580473.0,2025-04-01 00:00:00,80.03,6.45,80.6,2.0,2.0,Sổ đỏ/ Sổ hồng,"Đầy đủ nội thất xịn đẹp: Điều hòa âm trần Daikin, TBVS Kohler, thiết bị bếp + bếp từ + hút mùi Hafele, thiết bị Smarthome 4.0,..",Tây Hồ
10932,Chỉ hơn 6 tỷ sở hữu ngay nhà 6 tầng Phố Trạm ngõ ô tô,41811720.0,2025-03-01 00:00:00,0.0,0.0,35.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Full nội thất sang trọng.,Long Biên
10933,"Vợ chồng tôi bán căn hộ tại CT8 - Emerald tòa E2 3N2WC DT: 104m2 giá 6.5 tỷ, LH 0965 066 ***",40707626.0,2025-12-01 00:00:00,62.5,6.5,104.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Full nội thất. - Nội thất đẹp thiết kế sang trọng trẻ trung.,Nam Từ Liêm
10934,"Siêu phẩm 100m2 3PN, 2WC CT15 Green Park Việt Hưng nhà đẹp thoáng mát giá 5,799 tỷ",41931736.0,2025-06-01 00:00:00,57.99,5.8,100.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Long Biên
10935,Duy nhất 1 căn hộ GÓC 144m2 tầng trung view đẹp gía tốt nhất thị trường BRG Diamond Lê Văn Lương,41628675.0,2025-10-01 00:00:00,0.0,0.0,144.0,3.0,3.0,Hợp đồng mua bán,Cơ bản,Thanh Xuân
10936,"Bán nhà một mặt phố, một mặt hồ Long Biên - 144m2, vỉa hè rộng 5m - kinh doanh sầm uất",41278036.0,2024-12-18 00:00:00,200.69,28.9,144.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Long Biên
10937,Chỉ hơn 1 tỷ làm sao để sở hữu lô đất - ngõ xe ô tô 7 chỗ ra vào - khu vực Thường Tín,41373988.0,2025-10-01 00:00:00,33.99,1.52,44.6,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thường Tín
10938,"Bán CH dự án Bonaza - 23 Duy Tân, diện tích 72m2 thiết kế 2N-2W, full nội thất, giá 6 tỷ",42024871.0,2025-10-01 00:00:00,83.33,6.0,72.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
10939,Bán nhà Văn Quán - phân lô - ô tô đỗ cửa - nhà mới - full nội thất đẹp như khách sạn 5 sao,42007344.0,2025-08-01 00:00:00,216.88,8.35,38.5,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
10940,Cuối năm có deal hời này ace. Cần sang nhượng chung cư,42022198.0,2025-10-01 00:00:00,0.0,0.0,118.0,3.0,2.0,NAN,NAN,Nam Từ Liêm
10941,Chủ nhà bán gấp căn 3PN chung cư Mipec Rubik Xuân Thuỷ full nội thất có slot ô tô giá 7.1 tỷ,42003826.0,2025-07-01 00:00:00,75.53,7.1,94.0,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Cầu Giấy
10942,"Ảnh thật - chính chủ bán nhà 6 tầng xây mới hàng xóm khu liền kề Ao Sào, ô tô 7c để trong nhà",41836721.0,2025-08-01 00:00:00,284.21,10.8,38.0,0.0,0.0,NAN,NAN,Hoàng Mai
10943,"Bán nhà Võ Chí Công Cầu Giấy, nhà ở ngay, ngõ nông, gần ô tô, 37m*5T, chào 6,8 tỷ TL",42029049.0,2025-11-01 00:00:00,183.78,6.8,37.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
10944,"Nguyễn Ngọc Nại 6 tầng thang máy, vừa ở vừa Kd, 15m ra phố 40m2x6T",41643011.0,2025-12-01 00:00:00,190.0,7.6,40.0,5.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
10945,"Căn chung cư 110m2 Vin Gardenia Hàm Nghi căn 3PN 2WC giá 7,2 tỷ nội thất đầy đủ sang trọng",40216474.0,2025-08-01 00:00:00,65.46,7.2,110.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
10946,"Tôi bán MP Hồng Tiến kéo dài, Ngọc Thụy, LB vị trí vàng DT: 98m2, MT: 14,7m nở hậu, lô góc 39 tỷ",40104169.0,2025-06-01 00:00:00,397.96,39.0,98.0,0.0,0.0,Sổ đỏ,NAN,Long Biên
10949,"Bán nhanh đất tặng nhà mặt phố Âu Cơ, Tây Hồ. DT 137m2, MT 6.36m. Giá 33 tỷ",41618248.0,2025-10-01 00:00:00,240.88,33.0,137.0,0.0,0.0,NAN,NAN,Tây Hồ
10950,"Cam kết giá tốt nhất thị trường 1 lô đấu giá x1 Đồng Nhân duy nhất, Vành Đai 4 cách nhà 100m",39422267.0,2025-05-01 00:00:00,138.0,8.28,60.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoài Đức
10951,Nhà đẹp - lô góc - thang máy - 2 mặt tiền - kinh doanh - phố Tôn Đức Thắng - Đống Đa - Hà Nội,41325334.0,2025-08-01 00:00:00,387.5,15.5,40.0,0.0,0.0,"+ Sổ đỏ vuông đẹp, pháp lý chuẩn.",NAN,Đống Đa
10952,Chính chủ gửi bán nhà 36m2 - 5 tầng - Ngõ thông - An Khánh - Để lại full nội thất,41988657.0,2025-04-01 00:00:00,122.22,4.4,36.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hoài Đức
10953,"Hàng hiếm tại The Zenpark, 4,15 tỷ, 71m2, 2PN, 2WC, Đông Dư, Gia Lâm, Hà Nội",41981326.0,2025-03-01 00:00:00,58.45,4.15,71.0,2.0,2.0,Sổ đỏ/ Sổ hồng,NAN,Gia Lâm
10954,"Siêu mẫu Trần Duy Hưng, 10T thang máy, 1 nhà ra phố, ngõ thông rộng, ở và cho thuê, 83m2",42018696.0,2025-10-01 00:00:00,355.42,29.5,83.0,0.0,0.0,Sổ đỏ,Nội thất cơ bản.,Cầu Giấy
10955,"Chính chủ bán nhà riêng giá ưu đãi chỉ 3,25 tỷ. Dt 33m2 gần Công An phường Yên Nghĩa - Hà Đông",41867323.0,2025-11-01 00:00:00,98.48,3.25,33.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
10956,"Bán suất Ngoại Giao Shophouse, Hoàng Thành Pearl mặt đường Nguyễn Văn Giáp Cầu Diễn, Nam Từ Liêm",40837540.0,2025-05-01 00:00:00,290.0,0.0,94.0,0.0,0.0,NAN,"- Sẵn sàng bàn giao: Nhận nhà vào ở ngay, tiết kiệm thời gian và công sức.",Nam Từ Liêm
10957,"Bán căn biệt thự đối diện vườn hoa Ciputra. Đã có sổ đỏ, xây 3 tầng, có hầm. LH 0983 650 ***",42027493.0,2025-11-01 00:00:00,0.0,0.0,140.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Tây Hồ
10958,"(Bán gấp) 4PN duy nhất tòa IPH Xuân Thuỷ Cầu Giấy 4pn - 201m2, full, sẵn sổ có slot ôtô. 0888 989 ***",40343328.0,2025-10-01 00:00:00,87.06,17.5,201.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
10959,"Chính chủ giảm 1,5 tỷ bán biệt thự Văn Phú 200m mặt tiền 9,4m, sổ nở hậu sẵn giao dịch, giá 31 tỷ",41924159.0,2025-04-01 00:00:00,155.0,31.0,200.0,5.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
10960,"Bán nhà phố vip Trần Quang Diệu, Q Đống Đa, ô tô tránh, vỉa hè rộng, kinh doanh, mặt tiền siêu rộng",41509934.0,2025-12-01 00:00:00,359.09,39.5,110.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,Đống Đa
10961,"Tôi cần bán nhanh căn hộ 2 ngủ đẹp, thoáng ban công Đông Nam mát rượi giá chỉ hơn 2 tỷ",41938111.0,2025-06-01 00:00:00,41.27,2.6,63.0,2.0,2.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
10962,Cực hiếm khó tìm 4.6 tỷ! Căn hộ 68m2 chung cư The K Park - view công viên,42009042.0,2025-08-01 00:00:00,67.65,4.6,68.0,2.0,2.0,NAN,NAN,Hà Đông
10963,"Bán nhà Văn Phú, Hà Đông, DTSD 39m2, 5 tầng, gần ô tô, gần cấp 2 Phú La, giá bán nhanh 5,7 tỷ",41555714.0,2025-11-01 00:00:00,146.15,5.7,39.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hà Đông
10964,"Bán đất tại An Trai, Vân Canh, Hoài Đức, Hà Nội, diện tích 45m2 giá chỉ 4,2 tỷ, khổ đất vuông vắn",42005235.0,2025-07-01 00:00:00,93.33,4.2,45.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoài Đức
10965,"Hàng chuẩn biệt thự song lập 154m2, vị trí đẹp, gia chủ tự hoàn thiện, giá rẻ nhất thị trường 25 tỷ",40592767.0,2025-06-01 00:00:00,155.84,24.0,154.0,6.0,0.0,NAN,NAN,Hoài Đức
10966,"Bán đất Cự Khối 75m2 cạnh uỷ ban, ô tô vào nhà, xây ở rất đẹp, đầu tư giữ tiền quá đẹp",41213084.0,2025-03-01 00:00:00,80.0,6.0,75.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Long Biên
10967,"Bán nhà mặt phố Trần Đăng Ninh, Hà Đông, phân lô, ô tô, kinh doanh, văn phòng, 50m2, MT 6m 14.65 tỷ",41914349.0,2025-11-01 00:00:00,293.0,14.65,50.0,6.0,7.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hà Đông
10968,"Bán nhà Chính Kinh - Thanh Xuân - lô góc - thang máy PCCC, DTSD 50m2 x 7 tầng - giá chỉ 11,9 tỷ",41501210.0,2025-11-01 00:00:00,238.0,11.9,50.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
10969,"Chính chủ bán gấp nhà phố Nông Quốc Chấn - Vạn Phúc, 55m2, 7T, thang máy, kinh doanh, nhỉnh 19 tỷ.",42028567.0,2025-11-01 00:00:00,0.0,0.0,55.0,5.0,6.0,Sổ đỏ/ Sổ hồng,Xịn.,Hà Đông
10970,Chuyển nhượng biệt thự An Hưng Villa - Dương Nội - Hà Đông - Hà nội,36671008.0,2025-10-01 00:00:00,0.0,0.0,306.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
10971,"LÔ GÓC, Kinh doanh , ô tô chạy vòng quanh, sát đường 422b. Bán 50m đất Yên Vĩnh giá 6.8 tỷ còn TL",42024372.0,2025-10-01 00:00:00,136.0,6.8,50.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoài Đức
10972,"Bán nhà mặt phố Trần Nhân Tông, 50m2 x 7 tầng, 35.8 tỷ, kinh doanh đỉnh",41772918.0,2025-11-01 00:00:00,716.0,35.8,50.0,7.0,7.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
10973,"Bán đất tại Cổ Điển A, xã Tứ Hiệp, huyện Thanh Trì, thành phố Hà Nội",40264648.0,2025-09-01 00:00:00,0.0,0.0,43.7,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Trì
10974,"Bán nhà ngõ 61 Phạm Tuấn Tài, Cầu Giấy, 50m2 x 6 T x MT 4.5m x giá nhỉnh 12 tỷ. KD, nhà đẹp",35667706.0,2025-11-01 00:00:00,252.0,12.6,50.0,10.0,6.0,Sổ đỏ,NAN,Cầu Giấy
10975,Quỹ căn chuyển nhượng giá tốt phân khu Pavilion Vinhomes Ocean Park tháng 1 LH 0986 784 ***,41257594.0,2024-12-18 00:00:00,50.91,2.8,55.0,2.0,1.0,NAN,NAN,Gia Lâm
10976,"Giá rẻ! Huỳnh Thúc Kháng, phân lô, vỉa hè, ôtô tránh, mặt tiền siêu rộng, kinh doanh đỉnh cao 40m*5",42001928.0,2025-07-01 00:00:00,420.0,16.8,40.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
10977,Bán nhanh căn 2 phòng ngủ R2 giá 8 tỷ Royal City đầy đủ nội thất; LH: 0985 676 ***,41919697.0,2025-10-01 00:00:00,86.02,8.0,93.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
10978,"Bán nhà đẹp Cầu Giấy 55m2, 5 tầng, giá chỉ 12 tỷ! Ở ngay, ô tô vào nhà",41882167.0,2025-10-01 00:00:00,218.18,12.0,55.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
10979,"Hiếm! Phố Vạn Phúc, 2 thoáng ở luôn, ngõ thông, gần ô tô, dt 38m 5 tầng, giá 7 tỷ hơn",42022739.0,2025-10-01 00:00:00,185.53,7.05,38.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ba Đình
10980,"Chính chủ bán căn hộ 4 ngủ, BC Đông Nam 146m2 giá chỉ 6,3 tỷ tại HH2 Bắc Hà, Tố Hữu",41203604.0,2025-03-01 00:00:00,43.15,6.3,146.0,4.0,3.0,Sổ đỏ/ Sổ hồng,"Đầy đủ + Nội thất đầy đủ, chỉ việc dọn vào ở ngay. Căn hộ được trang bị nội thất hiện đại và tiện nghi.",Nam Từ Liêm
10982,"Chính chủ bán căn hộ penthouse Ngoại Giao Đoàn tòa N01T6, T7 lô góc 360m2",41210899.0,2025-11-01 00:00:00,170.0,61.2,360.0,6.0,6.0,Hợp đồng mua bán,Không nội thất,Bắc Từ Liêm
10983,"Siêu hiếm - siêu chất! Bán 2000m2 đất ở thôn Ninh Sở, Thường Tín, đường ô tô tránh, 23,5 tỷ",41876076.0,2025-04-01 00:00:00,11.75,23.5,2.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thường Tín
10984,Bán phá giá thị trường 6 tỷ có nhà mới ở luôn phố vip Đào Tấn - Ba Đình - ngõ thông - sát phố - 6T,41151862.0,2025-11-01 00:00:00,133.33,6.0,45.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Ba Đình
10985,"Nhà đẹp, ở luôn tại phố Lương Định Của - 16,8 tỷ, 55m2, 3PN, ngõ rộng 5m",41509322.0,2025-10-01 00:00:00,305.46,16.8,55.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đống Đa
10986,Bán quỹ căn đẹp Hinode đầu tư tháng 11/2024 chỉ từ 13 tỷ,41616345.0,2025-10-01 00:00:00,0.0,0.0,100.0,0.0,0.0,Hợp đồng mua bán,NAN,Hoài Đức
10987,"Chính chủ bán căn 2PN chỉ 2,7 tỷ full nội thất, sẵn sổ vào ở ngay, hỗ trợ vay 70%. LH: 0902 122 ***",41080610.0,2025-07-01 00:00:00,45.76,2.7,59.0,2.0,1.0,NAN,Cơ bản.,Gia Lâm
10988,"A Sếp em bán căn biệt thự lõi cực đẹp kđt Vườn Cam, nhà Đông Nam đẹp, ko lỗi, rộng, 295m2 100tr/m2",41985710.0,2025-04-01 00:00:00,100.0,29.5,295.0,0.0,0.0,NAN,NAN,Hoài Đức
10989,"Em Giang PKD chủ đầu tư quỹ căn 2PN giá tốt nhất thị trường, số lượng có hạn, hỗ trợ vay ngân hàng",41169281.0,2025-12-01 00:00:00,44.3,3.5,79.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Hoàng Mai
10990,"Chủ nhà cần tiền thiện chí bán căn hộ HD Mon 67m2 2 phòng ngủ 2wc, full đồ bao toàn bộ phí sang tên",38747438.0,2025-11-01 00:00:00,70.15,4.7,67.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
10991,"FO, Lô góc, ô tô đỗ cửa, 10m ra đường làn 3 oto đỗ, gia đình bán để vào đà Lạt ở",41991611.0,2025-05-01 00:00:00,170.0,17.0,100.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Trì
10992,Bán nhà riêng phố Lê Trọng Tấn- Thanh Xuân DT90m* 6 Tầng * Giá 18 Tỷ. Phù hợp kết hợp kinh doanh .,42029231.0,2025-11-01 00:00:00,200.0,18.0,90.0,6.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
10993,"Chính chủ cần bán 2 lô đất đấu giá sát nhau tại Thuỵ Lâm, Đông Anh, Hà Nội",40812029.0,2025-10-01 00:00:00,110.0,8.8,80.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đông Anh
10994,"Giảm sốc 400tr nhà trung tâm Thanh Xuân 40m2x5T, ôtô đỗ cổng, thang máy, chỗ để ô tô cách 1m, 7,9tỷ",41999929.0,2025-06-01 00:00:00,197.5,7.9,40.0,4.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Thanh Xuân
10995,"Bán BT 325m2 Việt Hưng, gần trường quốc tế Marie Curie",41988955.0,2025-04-01 00:00:00,170.0,55.25,325.0,0.0,0.0,NAN,NAN,Long Biên
10996,VIP. LÊ QUANG ĐẠO-OTO VÀO NHÀ-KINH DOANH-CÁCH 1 NHÀ RA PHỐ-TIỆN ÍCH XUNG QUANH-CHỦ ĐANG KINH DOANH,42022613.0,2025-10-01 00:00:00,192.0,9.6,50.0,4.0,5.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
10997,Nhà đẹp fun nội thất ngõ rộng thông thoáng khách mua chỉ việc sách Vali về ở,42021261.0,2025-10-01 00:00:00,199.2,4.98,25.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
10998,SỞ HỮU CĂN HỘ 3PN DIỆN TÍCH 104m2 đến 136m2 TẠI D' LEROI SOLEIL - 59 XUÂN DIỆU- QUẢNG AN- TÂY HỒ,41974237.0,2025-10-01 00:00:00,110.29,15.0,136.0,3.0,2.0,Sổ đỏ,NAN,Tây Hồ
10999,Độc quyền - Quỹ căn Biệt thự Hà Nội Tropical Garden - Xanh Villas GĐ2. CK 10%. Miễn lãi 18TH. Sổ đỏ,41735955.0,2025-07-01 00:00:00,0.0,12.5,250.0,4.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,Thạch Thất
11000,"Bán căn hộ 104m2, 3PN, cửa ĐB, ban công ĐN, Chung Cư The Zei Mỹ Đình. Giá 6.5 tỷ",42005585.0,2025-08-01 00:00:00,62.5,6.5,104.0,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Nam Từ Liêm
11001,Cập nhật mới nhất quỹ hàng ngoại giao và chuyển nhượng T1/2025 tại dự án Đông Dương Residences,41964788.0,2025-07-01 00:00:00,108.0,8.64,80.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Hoài Đức
11002,"Bán nhà mặt phố đường Phú Mỹ, Mỹ Đình 1, Nam Từ Liêm, Hà Nội 65m2, 6T thang máy, 10 phòng cho thuê",41949558.0,2025-10-01 00:00:00,243.08,15.8,65.0,10.0,6.0,Sổ đỏ/ Sổ hồng,NAN,Nam Từ Liêm
11003,"Bán căn hộ 4PN 3WC, 172m2, trục 09 view Hồ Tây hướng Đông tòa N03T2 Taseco Ngoại Giao Đoàn",42029654.0,2025-11-01 00:00:00,87.72,15.0,171.0,4.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Bắc Từ Liêm
11004,"Quỹ căn ngoại giao ký trực tiếp CĐT. Giá rẻ nhất TT. 1003, 1202, 1211, 1203, căn 1904, 1909, 2002",42014812.0,2025-09-01 00:00:00,77.85,5.8,74.5,0.0,0.0,NAN,NAN,Thanh Xuân
11005,"Bán nhà phố Quan Nhân ngay trung tâm Quận Thanh Xuân Hà Nội ô tô đỗ cửa nhà, 40m2 6 tầng MT 4m",41539560.0,2025-04-01 00:00:00,185.0,7.4,40.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
11006,Bán lô đất vàng mặt đường 62m đối diện 18 toà chung cư HUD vị trí mặt đường Liên khu 8,41992648.0,2025-05-01 00:00:00,180.0,19.55,108.6,0.0,0.0,NAN,NAN,Hoài Đức
11007,"Quá đẹp! Mặt phố Thành Công, Ba Đình, lô góc, vỉa hè rộng, MT đẹp, KD dòng tiền khủng! 89m2*5T",41934583.0,2025-12-01 00:00:00,415.73,37.0,89.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Đình
11008,"Chuyên Bán Căn Hộ 3 Phòng Ngủ Tòa Lakeside Masteri - Vinhomes Ocean Park 1, View Hồ Tuyệt Đẹp",41958283.0,2025-09-01 00:00:00,0.0,0.0,90.8,3.0,0.0,NAN,NAN,Gia Lâm
11009,"Nhà đẹp Trường Chinh, nhà dân xây chắc chắn, trước nhà thoáng sáng, 57m2x2 tầng",41557352.0,2025-12-01 00:00:00,111.21,6.45,58.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Đống Đa
11011,"Gia đình cắt lỗ gấp căn 43m2 - Đông Nam, Vinhomes Smart City tòa S4",38950956.0,2025-06-01 00:00:00,59.3,2.55,43.0,1.0,1.0,Sổ đỏ/ Sổ hồng.,Đầy đủ,Nam Từ Liêm
11012,"Cần bán nhà mặt phố giá 200 tỷ VND tại Phố Tràng Thi, Hoàn Kiếm, Hà Nội",41270371.0,2025-11-01 00:00:00,606.06,200.0,330.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Cơ bản,Hoàn Kiếm
11013,"Quỹ căn chuyển nhượng phân khu The Zenpark giá rẻ, view đẹp sẵn sổ miễn 100% phí MG, xem nhà 24/7",41884154.0,2025-07-01 00:00:00,58.14,2.5,43.0,1.0,1.0,NAN,NAN,Gia Lâm
11014,"Bán nhà 18m2 4 tầng Đê La Thành, Đống Đa, Hà Nội giá đẹp 2,75 tỷ",41912164.0,2025-09-01 00:00:00,152.78,2.75,18.0,2.0,2.0,NAN,NAN,Đống Đa
11015,Bán nhà 5 tầng thang máy gần khu đô thị Vinsmart,41281358.0,2025-10-01 00:00:00,162.5,6.5,40.0,3.0,4.0,Sổ đẹp vuông vức sẵn giao dịch.,Cơ bản,Nam Từ Liêm
11016,"Vinhomes Cổ Loa - cập nhật chính sách mới nhất - chiết khấu 22%, miễn lãi 70%, đóng 30% nhận nhà",41967889.0,2024-12-31 00:00:00,238.1,15.0,63.0,4.0,5.0,NAN,NAN,Đông Anh
11017,"Siêu hiếm - nhà lô góc - mặt phố Vũ Miên, Tây Hồ - vỉa hè - KD - view Hồ Tây - ô tô đỗ thoải mái",41954572.0,2025-10-01 00:00:00,0.0,0.0,80.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Tây Hồ
11018,"Bán nhà Trần Nhân Tông - Hai Bà Trưng, ô tô đỗ cổng. 11.9 tỷ",40202175.0,2025-06-01 00:00:00,233.33,11.9,51.0,3.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
11019,Bán 3 phòng ngủ Hạ Đình Thanh Xuân căn góc có sổ giá hơn 4 tỷ,42021656.0,2025-10-01 00:00:00,58.44,4.5,77.0,3.0,2.0,Sổ đỏ/ Sổ hồng,NAN,Thanh Xuân
11020,"Anh chị cần căn nào e sẽ lấy giá tốt nhất cho a chị tại dự án Việt Đức Complex, giá giảm sâu nhất!",36350299.0,2025-05-01 00:00:00,26.98,3.4,126.0,3.0,2.0,Sổ hồng,Cơ bản chủ đầu tư,Thanh Xuân
11021,"Bán nhà 49m2, 4T, giá 12,2 tỷ, ô tô đỗ cửa, kinh doanh ở đắc địa, Lạc Long Quân, Xuân La, Tây Hồ",41502376.0,2025-10-01 00:00:00,248.98,12.2,49.0,6.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Tây Hồ
11023,"(Giá thật) bán CH 98m2 3pn - 2wc - full nội thất, hướng Nam full nội thất, Ha Do Park View, giá 7tỷ",41732415.0,2025-11-01 00:00:00,71.43,7.0,98.0,3.0,2.0,NAN,Full nội thất,Cầu Giấy
11024,Nhà mặt phố 325 Trung Văn - Tòa nhà 09 tầng + hầm + tum bán chính chủ 144m2,40832326.0,2025-05-01 00:00:00,0.0,0.0,144.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
11025,NHÀ LÔ GÓC 3 MĂT THOÁNG - 2 MẶT NGÕ OTO TRÁNH KD - DÂN XÂY - ĐỂ LẠI NỘI THẤT - CHỦ THIỆN CHÍ BÁN,42022752.0,2025-10-01 00:00:00,222.22,14.0,63.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nam Từ Liêm
11026,"Bán căn tập thể Đào Tấn, căn góc 2 thoáng vĩnh viễn, 30m ra phố",41665339.0,2025-11-01 00:00:00,42.86,3.0,70.0,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Ba Đình
11027,"Căn duplex 2 tầng 76m2 thông phòng khách tại Lạc Long Quân giá nét 5,x tỷ. LH 0978 073 ***",39924125.0,2025-11-01 00:00:00,0.0,0.0,76.0,0.0,0.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Tây Hồ
11028,Mặt phố Hồ Tùng Mậu - 61m2 - 6 tầng - MT 4.5m - kinh doanh sầm uất - Cầu Giấy - giá 30 tỷ,41860262.0,2025-07-01 00:00:00,491.8,30.0,61.0,8.0,6.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
11029,"Cần bán căn Shophouse 95,5m2, lô góc, view bể bơi tại dự án Eurowindow, TT Trâu Quỳ.",42027533.0,2025-11-01 00:00:00,0.0,21.0,95.5,4.0,4.0,Hợp đồng mua bán,NAN,Gia Lâm
11030,Siêu phẩm nhà đẹp đón tết 2025 phố Khúc Thừa Dụ -Dịch Vọng- Cầu Giấy dt 35m2 x 5 tầng. Giá 8.25 tỷ,42015631.0,2025-09-01 00:00:00,235.71,8.25,35.0,3.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Cầu Giấy
11031,"Bán biệt thự Starlake Tây Hồ Tây 198m2, 5PN, 7X tỷ",41785940.0,2025-10-01 00:00:00,398.99,79.0,198.0,5.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,Tây Hồ
11032,"Mỗ Lao - 45m2 - 5 tầng - ô tô đỗ cổng - 8 tỷ vào việc. Sổ đẹp, nhà đẹp",42022863.0,2025-10-01 00:00:00,177.78,8.0,45.0,4.0,4.0,Sổ đỏ/ Sổ hồng,NAN,Hà Đông
11033,"12,5tỷ, 40m2,MT5m, phân lô Hoàng Cầu hiếm Đống Đa,ôtô đỗ cửa,tiện ích bạt ngàn,nội thất xịn,ở thích",41878429.0,2025-06-01 00:00:00,312.5,12.5,40.0,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Đống Đa
11034,"Chính chủ bán nhà phố Cảm Hội quận HBT 39.3m2x4 tầng ôtô đỗ sát nhà, gần trường, chợ. LH 0948 298 ***",41932946.0,2025-10-01 00:00:00,254.45,10.0,39.3,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Hai Bà Trưng
11035,Căn góc phố Giảng Võ 134m2 5 tầng MT 16m khu phân lô cao cấp thành ủy căn đẹp,41733855.0,2025-06-01 00:00:00,0.0,75.0,134.0,0.0,0.0,Sổ đỏ/ Sổ hồng,NAN,Ba Đình
11036,BÁN NHÀ ĐÊ LA THÀNH ĐỐNG ĐA VỈA HÈ Ô TÔ TRÁNH DIỆN TÍCH 42m 6 TẦNG THANG MÁY GIÁ 15 tỷ,42026727.0,2025-10-01 00:00:00,357.14,15.0,42.0,3.0,5.0,Sổ đỏ/ Sổ hồng,Cơ bản,Đống Đa
